medicine_id,generic_name,brand_name,drug_class,dosage_form,strength_mg,common_use,manufacturer,price_inr,requires_prescription
MED01809,Hydroxychloroquine,Hydroxychloroquine XR-ALK,Antimalarial/DMARD,Eye Drops,N/A,Lupus and rheumatoid arthritis,Alkem Labs,40.96,False
MED01810,Allopurinol,Allopurinol-GLE,Antigout,Ointment,N/A,Gout management,Glenmark,1809.46,False
MED01811,Calcium Carbonate,Calcium-SUN,Mineral Supplement,Powder,650,Calcium deficiency,Sun Pharma,214.21,True
MED01812,Ferrous Sulfate,Ferrous-CIP,Iron Supplement,Eye Drops,N/A,Iron deficiency anemia,Cipla,1378.37,True
MED01813,Folic Acid,Folic-Plus-DR.,Vitamin Supplement,Injection,500,Anemia and pregnancy,Dr. Reddy's,1392.86,True
MED01814,Vitamin D3,Vitamin-Plus-LUP,Vitamin Supplement,Eye Drops,N/A,Vitamin D deficiency,Lupin,1840.86,True
MED01815,Vitamin B12,Vitamin DS-AUR,Vitamin Supplement,Powder,125,B12 deficiency,Aurobindo Pharma,815.56,False
MED01816,Multivitamin,Multivitamin DS-ZYD,Vitamin Supplement,Eye Drops,N/A,General nutritional support,Zydus Cadila,1876.9,False
MED01817,Clotrimazole,Clotrimazole-Forte-MAN,Antifungal (Topical),Capsule,500,Skin fungal infections,Mankind Pharma,2423.03,True
MED01818,Hydrocortisone Cream,Hydrocortisone-TOR,Corticosteroid (Topical),Tablet,500,Skin inflammation,Torrent Pharma,1724.93,True
MED01819,Benzoyl Peroxide,Benzoyl-ALK,Topical Antiacne,Injection,125,Acne treatment,Alkem Labs,265.0,True
MED01820,Salicylic Acid,Salicylic-Forte-GLE,Keratolytic,Inhaler,N/A,Acne and skin conditions,Glenmark,193.41,False
MED01821,Latanoprost,Latanoprost-Plus-SUN,Antiglaucoma,Inhaler,N/A,Glaucoma,Sun Pharma,2106.38,True
MED01822,Timolol Eye Drops,Timolol-Forte-CIP,Antiglaucoma,Injection,650,Glaucoma,Cipla,2332.28,False
MED01823,Artificial Tears,Artificial DS-DR.,Ocular Lubricant,Ointment,N/A,Dry eyes,Dr. Reddy's,1761.51,True
MED01824,Chlorpheniramine,Chlorpheniramine XR-LUP,Antihistamine,Inhaler,N/A,Allergy and cold symptoms,Lupin,706.53,True
MED01825,Dextromethorphan,Dextromethorphan DS-AUR,Antitussive,Eye Drops,N/A,Cough suppression,Aurobindo Pharma,1451.02,True
MED01826,Guaifenesin,Guaifenesin-ZYD,Expectorant,Capsule,25,Chest congestion,Zydus Cadila,603.17,True
MED01827,Pantoprazole,Pantoprazole-MAN,Proton Pump Inhibitor,Ointment,N/A,Acid reflux and ulcers,Mankind Pharma,1519.99,False
MED01828,Rabeprazole,Rabeprazole-TOR,Proton Pump Inhibitor,Eye Drops,N/A,Acid reflux,Torrent Pharma,1480.11,False
MED01829,Simvastatin,Simvastatin-ALK,Statin,Tablet,250,Cholesterol management,Alkem Labs,586.83,True
MED01830,Rosuvastatin,Rosuvastatin-GLE,Statin,Ointment,N/A,Cholesterol management,Glenmark,728.13,True
MED01831,Enalapril,Enalapril-Forte-SUN,Antihypertensive (ACE Inhibitor),Powder,1000,High blood pressure,Sun Pharma,888.46,True
MED01832,Ramipril,Ramipril-CIP,Antihypertensive (ACE Inhibitor),Capsule,50,High blood pressure and heart failure,Cipla,538.71,True
MED01833,Digoxin,Digoxin-Plus-DR.,Cardiac Glycoside,Cream,N/A,Heart failure and arrhythmia,Dr. Reddy's,98.08,False
MED01834,Amiodarone,Amiodarone-Forte-LUP,Antiarrhythmic,Tablet,650,Irregular heartbeat,Lupin,281.96,True
MED01835,Heparin,Heparin-Forte-AUR,Anticoagulant,Powder,1000,Blood clot prevention (acute),Aurobindo Pharma,1306.66,True
MED01836,Insulin Regular,Insulin-ZYD,Antidiabetic (Insulin),Cream,N/A,Diabetes mellitus,Zydus Cadila,432.1,True
MED01837,Glimepiride,Glimepiride-MAN,Antidiabetic (Sulfonylurea),Powder,650,Type 2 diabetes,Mankind Pharma,718.95,True
MED01838,Pioglitazone,Pioglitazone-TOR,Antidiabetic (Thiazolidinedione),Syrup,500,Type 2 diabetes,Torrent Pharma,1561.14,False
MED01839,Montelukast,Montelukast-Plus-ALK,Leukotriene Antagonist,Syrup,100,Asthma and allergies,Alkem Labs,410.42,True
MED01840,Budesonide Inhaler,Budesonide DS-GLE,Corticosteroid (Inhaled),Eye Drops,N/A,Asthma and COPD,Glenmark,1236.23,True
MED01841,Ipratropium Bromide,Ipratropium DS-SUN,Bronchodilator (Anticholinergic),Powder,1000,COPD,Sun Pharma,1093.33,True
MED01842,Isoniazid,Isoniazid-Forte-CIP,Antitubercular,Cream,N/A,Tuberculosis,Cipla,1856.1,True
MED01843,Rifampicin,Rifampicin-DR.,Antitubercular,Tablet,250,Tuberculosis,Dr. Reddy's,2120.94,False
MED01844,Ethambutol,Ethambutol DS-LUP,Antitubercular,Ointment,N/A,Tuberculosis,Lupin,705.96,True
MED01845,Pyrazinamide,Pyrazinamide-AUR,Antitubercular,Inhaler,N/A,Tuberculosis,Aurobindo Pharma,1547.69,True
MED01846,Zidovudine,Zidovudine-ZYD,Antiretroviral,Eye Drops,N/A,HIV management,Zydus Cadila,1682.1,False
MED01847,Tenofovir,Tenofovir-MAN,Antiretroviral,Inhaler,N/A,HIV and Hepatitis B,Mankind Pharma,2447.88,False
MED01848,Lamivudine,Lamivudine XR-TOR,Antiretroviral,Ointment,N/A,HIV management,Torrent Pharma,910.03,False
MED01849,Paracetamol,Paracetamol XR-ALK,Analgesic/Antipyretic,Eye Drops,N/A,Fever and pain relief,Alkem Labs,242.08,True
MED01850,Ibuprofen,Ibuprofen-GLE,NSAID,Injection,1000,Pain and inflammation relief,Glenmark,2416.36,True
MED01851,Aspirin,Aspirin-SUN,NSAID/Antiplatelet,Inhaler,N/A,Pain relief and blood thinning,Sun Pharma,1147.73,False
MED01852,Amoxicillin,Amoxicillin-Plus-CIP,Antibiotic (Penicillin),Eye Drops,N/A,Bacterial infections,Cipla,2448.98,False
MED01853,Azithromycin,Azithromycin DS-DR.,Antibiotic (Macrolide),Injection,5,Respiratory and skin infections,Dr. Reddy's,1526.01,False
MED01854,Ciprofloxacin,Ciprofloxacin-Plus-LUP,Antibiotic (Fluoroquinolone),Cream,N/A,Urinary and GI infections,Lupin,156.26,False
MED01855,Metformin,Metformin DS-AUR,Antidiabetic (Biguanide),Cream,N/A,Type 2 diabetes management,Aurobindo Pharma,2116.36,True
MED01856,Insulin Glargine,Insulin-ZYD,Antidiabetic (Insulin),Capsule,10,Diabetes mellitus,Zydus Cadila,859.57,True
MED01857,Amlodipine,Amlodipine XR-MAN,Antihypertensive (CCB),Powder,5,High blood pressure,Mankind Pharma,1270.45,False
MED01858,Losartan,Losartan DS-TOR,Antihypertensive (ARB),Ointment,N/A,High blood pressure,Torrent Pharma,2432.05,True
MED01859,Atenolol,Atenolol-ALK,Antihypertensive (Beta-blocker),Inhaler,N/A,High blood pressure and arrhythmia,Alkem Labs,294.42,False
MED01860,Atorvastatin,Atorvastatin-Plus-GLE,Statin,Tablet,100,Cholesterol management,Glenmark,595.93,True
MED01861,Omeprazole,Omeprazole DS-SUN,Proton Pump Inhibitor,Tablet,5,Acid reflux and ulcers,Sun Pharma,422.34,True
MED01862,Ranitidine,Ranitidine-CIP,H2 Blocker,Inhaler,N/A,Acid reflux,Cipla,512.92,True
MED01863,Cetirizine,Cetirizine-Forte-DR.,Antihistamine,Cream,N/A,Allergy relief,Dr. Reddy's,1676.25,True
MED01864,Loratadine,Loratadine-Plus-LUP,Antihistamine,Powder,25,Allergy relief,Lupin,1179.99,True
MED01865,Salbutamol,Salbutamol XR-AUR,Bronchodilator,Cream,N/A,Asthma and COPD,Aurobindo Pharma,214.69,False
MED01866,Levothyroxine,Levothyroxine-Plus-ZYD,Thyroid Hormone,Capsule,250,Hypothyroidism,Zydus Cadila,1593.4,False
MED01867,Carbimazole,Carbimazole-Plus-MAN,Antithyroid,Tablet,650,Hyperthyroidism,Mankind Pharma,899.97,True
MED01868,Prednisolone,Prednisolone XR-TOR,Corticosteroid,Ointment,N/A,Inflammation and autoimmune conditions,Torrent Pharma,553.67,True
MED01869,Metronidazole,Metronidazole-Plus-ALK,Antibiotic/Antiprotozoal,Eye Drops,N/A,Anaerobic and parasitic infections,Alkem Labs,907.79,True
MED01870,Doxycycline,Doxycycline XR-GLE,Antibiotic (Tetracycline),Injection,250,Bacterial infections,Glenmark,1598.93,True
MED01871,Fluconazole,Fluconazole XR-SUN,Antifungal,Cream,N/A,Fungal infections,Sun Pharma,1331.35,True
MED01872,Acyclovir,Acyclovir-Plus-CIP,Antiviral,Ointment,N/A,Herpes virus infections,Cipla,14.93,False
MED01873,Oseltamivir,Oseltamivir XR-DR.,Antiviral,Capsule,50,Influenza,Dr. Reddy's,1004.41,True
MED01874,Artemether-Lumefantrine,Artemether-Lumefantrine DS-LUP,Antimalarial,Capsule,250,Malaria treatment,Lupin,520.15,True
MED01875,Chloroquine,Chloroquine XR-AUR,Antimalarial,Inhaler,N/A,Malaria prevention and treatment,Aurobindo Pharma,1337.67,True
MED01876,Ondansetron,Ondansetron-Forte-ZYD,Antiemetic,Syrup,100,Nausea and vomiting,Zydus Cadila,2497.36,True
MED01877,Domperidone,Domperidone-Forte-MAN,Antiemetic/Prokinetic,Capsule,250,Nausea and GI motility,Mankind Pharma,779.89,False
MED01878,Loperamide,Loperamide-Plus-TOR,Antidiarrheal,Powder,50,Diarrhea,Torrent Pharma,119.23,False
MED01879,Oral Rehydration Salts,Oral DS-ALK,Electrolyte Replacement,Capsule,500,Dehydration,Alkem Labs,2272.56,True
MED01880,Diazepam,Diazepam XR-GLE,Benzodiazepine,Tablet,650,Anxiety and seizures,Glenmark,211.58,False
MED01881,Sertraline,Sertraline XR-SUN,SSRI Antidepressant,Eye Drops,N/A,Depression and anxiety,Sun Pharma,2022.95,True
MED01882,Fluoxetine,Fluoxetine XR-CIP,SSRI Antidepressant,Tablet,650,Depression,Cipla,2231.69,True
MED01883,Escitalopram,Escitalopram XR-DR.,SSRI Antidepressant,Eye Drops,N/A,Anxiety and depression,Dr. Reddy's,1212.23,False
MED01884,Risperidone,Risperidone DS-LUP,Antipsychotic,Cream,N/A,Schizophrenia and bipolar disorder,Lupin,21.14,False
MED01885,Sodium Valproate,Sodium XR-AUR,Anticonvulsant,Injection,500,Epilepsy and bipolar disorder,Aurobindo Pharma,2419.97,True
MED01886,Levetiracetam,Levetiracetam XR-ZYD,Anticonvulsant,Cream,N/A,Epilepsy,Zydus Cadila,2462.77,True
MED01887,Gabapentin,Gabapentin XR-MAN,Anticonvulsant/Analgesic,Ointment,N/A,Nerve pain and seizures,Mankind Pharma,1042.53,False
MED01888,Warfarin,Warfarin-TOR,Anticoagulant,Powder,1000,Blood clot prevention,Torrent Pharma,549.17,True
MED01889,Clopidogrel,Clopidogrel-ALK,Antiplatelet,Tablet,125,Stroke and heart attack prevention,Alkem Labs,1471.95,True
MED01890,Furosemide,Furosemide XR-GLE,Diuretic,Injection,10,Fluid retention and heart failure,Glenmark,1744.51,False
MED01891,Hydrochlorothiazide,Hydrochlorothiazide XR-SUN,Diuretic,Ointment,N/A,High blood pressure,Sun Pharma,997.01,True
MED01892,Spironolactone,Spironolactone-Plus-CIP,Diuretic,Capsule,5,Heart failure and fluid retention,Cipla,1766.2,True
MED01893,Diclofenac,Diclofenac-DR.,NSAID,Injection,25,Pain and inflammation,Dr. Reddy's,1804.82,True
MED01894,Tramadol,Tramadol-LUP,Opioid Analgesic,Tablet,5,Moderate to severe pain,Lupin,1116.91,True
MED01895,Morphine,Morphine-AUR,Opioid Analgesic,Injection,100,Severe pain,Aurobindo Pharma,2223.04,False
MED01896,Methotrexate,Methotrexate-ZYD,Antimetabolite/DMARD,Ointment,N/A,Rheumatoid arthritis and cancer,Zydus Cadila,657.86,True
MED01897,Hydroxychloroquine,Hydroxychloroquine-Plus-MAN,Antimalarial/DMARD,Cream,N/A,Lupus and rheumatoid arthritis,Mankind Pharma,2459.4,True
MED01898,Allopurinol,Allopurinol-TOR,Antigout,Tablet,5,Gout management,Torrent Pharma,2377.08,False
MED01899,Calcium Carbonate,Calcium XR-ALK,Mineral Supplement,Tablet,250,Calcium deficiency,Alkem Labs,591.94,False
MED01900,Ferrous Sulfate,Ferrous-GLE,Iron Supplement,Injection,650,Iron deficiency anemia,Glenmark,1163.29,True
MED01901,Folic Acid,Folic-SUN,Vitamin Supplement,Injection,125,Anemia and pregnancy,Sun Pharma,2035.75,True
MED01902,Vitamin D3,Vitamin-Forte-CIP,Vitamin Supplement,Inhaler,N/A,Vitamin D deficiency,Cipla,2386.26,False
MED01903,Vitamin B12,Vitamin DS-DR.,Vitamin Supplement,Capsule,10,B12 deficiency,Dr. Reddy's,1461.07,True
MED01904,Multivitamin,Multivitamin-Forte-LUP,Vitamin Supplement,Syrup,1000,General nutritional support,Lupin,1303.56,True
MED01905,Clotrimazole,Clotrimazole-AUR,Antifungal (Topical),Tablet,1000,Skin fungal infections,Aurobindo Pharma,2374.79,True
MED01906,Hydrocortisone Cream,Hydrocortisone-Plus-ZYD,Corticosteroid (Topical),Tablet,100,Skin inflammation,Zydus Cadila,149.12,True
MED01907,Benzoyl Peroxide,Benzoyl-MAN,Topical Antiacne,Syrup,100,Acne treatment,Mankind Pharma,442.82,False
MED01908,Salicylic Acid,Salicylic-TOR,Keratolytic,Capsule,1000,Acne and skin conditions,Torrent Pharma,1196.01,True
MED01909,Latanoprost,Latanoprost-ALK,Antiglaucoma,Tablet,1000,Glaucoma,Alkem Labs,1177.71,True
MED01910,Timolol Eye Drops,Timolol-GLE,Antiglaucoma,Injection,50,Glaucoma,Glenmark,2389.42,True
MED01911,Artificial Tears,Artificial XR-SUN,Ocular Lubricant,Eye Drops,N/A,Dry eyes,Sun Pharma,1538.99,True
MED01912,Chlorpheniramine,Chlorpheniramine-Forte-CIP,Antihistamine,Syrup,100,Allergy and cold symptoms,Cipla,1642.66,True
MED01913,Dextromethorphan,Dextromethorphan-Plus-DR.,Antitussive,Inhaler,N/A,Cough suppression,Dr. Reddy's,1807.37,True
MED01914,Guaifenesin,Guaifenesin XR-LUP,Expectorant,Capsule,25,Chest congestion,Lupin,991.01,False
MED01915,Pantoprazole,Pantoprazole-AUR,Proton Pump Inhibitor,Eye Drops,N/A,Acid reflux and ulcers,Aurobindo Pharma,1065.5,True
MED01916,Rabeprazole,Rabeprazole XR-ZYD,Proton Pump Inhibitor,Injection,250,Acid reflux,Zydus Cadila,22.07,True
MED01917,Simvastatin,Simvastatin-MAN,Statin,Injection,10,Cholesterol management,Mankind Pharma,1875.24,True
MED01918,Rosuvastatin,Rosuvastatin-Plus-TOR,Statin,Tablet,125,Cholesterol management,Torrent Pharma,2043.69,True
MED01919,Enalapril,Enalapril DS-ALK,Antihypertensive (ACE Inhibitor),Powder,50,High blood pressure,Alkem Labs,369.52,True
MED01920,Ramipril,Ramipril XR-GLE,Antihypertensive (ACE Inhibitor),Tablet,125,High blood pressure and heart failure,Glenmark,2345.12,True
MED01921,Digoxin,Digoxin-SUN,Cardiac Glycoside,Injection,1000,Heart failure and arrhythmia,Sun Pharma,1860.64,False
MED01922,Amiodarone,Amiodarone XR-CIP,Antiarrhythmic,Tablet,10,Irregular heartbeat,Cipla,1997.66,False
MED01923,Heparin,Heparin-DR.,Anticoagulant,Tablet,1000,Blood clot prevention (acute),Dr. Reddy's,2041.69,True
MED01924,Insulin Regular,Insulin-LUP,Antidiabetic (Insulin),Cream,N/A,Diabetes mellitus,Lupin,2214.32,True
MED01925,Glimepiride,Glimepiride-AUR,Antidiabetic (Sulfonylurea),Inhaler,N/A,Type 2 diabetes,Aurobindo Pharma,311.31,False
MED01926,Pioglitazone,Pioglitazone-ZYD,Antidiabetic (Thiazolidinedione),Syrup,500,Type 2 diabetes,Zydus Cadila,884.88,True
MED01927,Montelukast,Montelukast-MAN,Leukotriene Antagonist,Capsule,125,Asthma and allergies,Mankind Pharma,1101.12,True
MED01928,Budesonide Inhaler,Budesonide-Plus-TOR,Corticosteroid (Inhaled),Ointment,N/A,Asthma and COPD,Torrent Pharma,1900.32,True
MED01929,Ipratropium Bromide,Ipratropium DS-ALK,Bronchodilator (Anticholinergic),Capsule,100,COPD,Alkem Labs,789.27,True
MED01930,Isoniazid,Isoniazid-GLE,Antitubercular,Capsule,25,Tuberculosis,Glenmark,781.7,True
MED01931,Rifampicin,Rifampicin-Forte-SUN,Antitubercular,Cream,N/A,Tuberculosis,Sun Pharma,1682.51,False
MED01932,Ethambutol,Ethambutol DS-CIP,Antitubercular,Inhaler,N/A,Tuberculosis,Cipla,1890.78,False
MED01933,Pyrazinamide,Pyrazinamide-DR.,Antitubercular,Syrup,10,Tuberculosis,Dr. Reddy's,1719.54,False
MED01934,Zidovudine,Zidovudine-Forte-LUP,Antiretroviral,Eye Drops,N/A,HIV management,Lupin,2479.09,False
MED01935,Tenofovir,Tenofovir DS-AUR,Antiretroviral,Powder,250,HIV and Hepatitis B,Aurobindo Pharma,2116.27,True
MED01936,Lamivudine,Lamivudine DS-ZYD,Antiretroviral,Eye Drops,N/A,HIV management,Zydus Cadila,1862.9,True
MED01937,Paracetamol,Paracetamol-MAN,Analgesic/Antipyretic,Syrup,650,Fever and pain relief,Mankind Pharma,1050.36,False
MED01938,Ibuprofen,Ibuprofen-TOR,NSAID,Syrup,125,Pain and inflammation relief,Torrent Pharma,1957.95,False
MED01939,Aspirin,Aspirin-Forte-ALK,NSAID/Antiplatelet,Tablet,650,Pain relief and blood thinning,Alkem Labs,1650.64,True
MED01940,Amoxicillin,Amoxicillin-Plus-GLE,Antibiotic (Penicillin),Powder,50,Bacterial infections,Glenmark,1587.11,True
MED01941,Azithromycin,Azithromycin-SUN,Antibiotic (Macrolide),Syrup,50,Respiratory and skin infections,Sun Pharma,498.4,True
MED01942,Ciprofloxacin,Ciprofloxacin DS-CIP,Antibiotic (Fluoroquinolone),Eye Drops,N/A,Urinary and GI infections,Cipla,1441.72,True
MED01943,Metformin,Metformin-DR.,Antidiabetic (Biguanide),Tablet,100,Type 2 diabetes management,Dr. Reddy's,2343.44,False
MED01944,Insulin Glargine,Insulin-Plus-LUP,Antidiabetic (Insulin),Tablet,5,Diabetes mellitus,Lupin,179.22,False
MED01945,Amlodipine,Amlodipine-AUR,Antihypertensive (CCB),Tablet,125,High blood pressure,Aurobindo Pharma,1196.97,False
MED01946,Losartan,Losartan-Forte-ZYD,Antihypertensive (ARB),Syrup,100,High blood pressure,Zydus Cadila,1284.83,False
MED01947,Atenolol,Atenolol-MAN,Antihypertensive (Beta-blocker),Tablet,25,High blood pressure and arrhythmia,Mankind Pharma,1313.56,False
MED01948,Atorvastatin,Atorvastatin XR-TOR,Statin,Tablet,250,Cholesterol management,Torrent Pharma,1043.73,True
MED01949,Omeprazole,Omeprazole-Forte-ALK,Proton Pump Inhibitor,Injection,250,Acid reflux and ulcers,Alkem Labs,1801.74,True
MED01950,Ranitidine,Ranitidine-GLE,H2 Blocker,Eye Drops,N/A,Acid reflux,Glenmark,1228.26,True
MED01951,Cetirizine,Cetirizine XR-SUN,Antihistamine,Capsule,1000,Allergy relief,Sun Pharma,701.98,True
MED01952,Loratadine,Loratadine-Plus-CIP,Antihistamine,Cream,N/A,Allergy relief,Cipla,1923.17,True
MED01953,Salbutamol,Salbutamol-Plus-DR.,Bronchodilator,Injection,125,Asthma and COPD,Dr. Reddy's,2365.99,True
MED01954,Levothyroxine,Levothyroxine-Plus-LUP,Thyroid Hormone,Injection,125,Hypothyroidism,Lupin,133.66,True
MED01955,Carbimazole,Carbimazole-AUR,Antithyroid,Inhaler,N/A,Hyperthyroidism,Aurobindo Pharma,2426.78,True
MED01956,Prednisolone,Prednisolone-ZYD,Corticosteroid,Injection,10,Inflammation and autoimmune conditions,Zydus Cadila,1908.31,False
MED01957,Metronidazole,Metronidazole-MAN,Antibiotic/Antiprotozoal,Syrup,25,Anaerobic and parasitic infections,Mankind Pharma,2461.12,True
MED01958,Doxycycline,Doxycycline-TOR,Antibiotic (Tetracycline),Tablet,250,Bacterial infections,Torrent Pharma,763.85,False
MED01959,Fluconazole,Fluconazole-ALK,Antifungal,Powder,25,Fungal infections,Alkem Labs,2435.9,False
MED01960,Acyclovir,Acyclovir XR-GLE,Antiviral,Tablet,1000,Herpes virus infections,Glenmark,146.86,True
MED01961,Oseltamivir,Oseltamivir-SUN,Antiviral,Eye Drops,N/A,Influenza,Sun Pharma,1574.65,True
MED01962,Artemether-Lumefantrine,Artemether-Lumefantrine XR-CIP,Antimalarial,Powder,650,Malaria treatment,Cipla,2462.08,False
MED01963,Chloroquine,Chloroquine DS-DR.,Antimalarial,Syrup,5,Malaria prevention and treatment,Dr. Reddy's,1843.04,True
MED01964,Ondansetron,Ondansetron-LUP,Antiemetic,Ointment,N/A,Nausea and vomiting,Lupin,2448.5,True
MED01965,Domperidone,Domperidone XR-AUR,Antiemetic/Prokinetic,Syrup,25,Nausea and GI motility,Aurobindo Pharma,2410.98,False
MED01966,Loperamide,Loperamide-Forte-ZYD,Antidiarrheal,Ointment,N/A,Diarrhea,Zydus Cadila,1627.29,True
MED01967,Oral Rehydration Salts,Oral-MAN,Electrolyte Replacement,Eye Drops,N/A,Dehydration,Mankind Pharma,140.27,True
MED01968,Diazepam,Diazepam DS-TOR,Benzodiazepine,Ointment,N/A,Anxiety and seizures,Torrent Pharma,464.06,True
MED01969,Sertraline,Sertraline-ALK,SSRI Antidepressant,Powder,25,Depression and anxiety,Alkem Labs,621.97,True
MED01970,Fluoxetine,Fluoxetine XR-GLE,SSRI Antidepressant,Inhaler,N/A,Depression,Glenmark,1786.5,True
MED01971,Escitalopram,Escitalopram-Plus-SUN,SSRI Antidepressant,Syrup,5,Anxiety and depression,Sun Pharma,962.95,True
MED01972,Risperidone,Risperidone-CIP,Antipsychotic,Ointment,N/A,Schizophrenia and bipolar disorder,Cipla,1307.36,True
MED01973,Sodium Valproate,Sodium-Plus-DR.,Anticonvulsant,Tablet,50,Epilepsy and bipolar disorder,Dr. Reddy's,286.52,True
MED01974,Levetiracetam,Levetiracetam-LUP,Anticonvulsant,Powder,650,Epilepsy,Lupin,1912.72,True
MED01975,Gabapentin,Gabapentin-Forte-AUR,Anticonvulsant/Analgesic,Powder,10,Nerve pain and seizures,Aurobindo Pharma,1462.88,True
MED01976,Warfarin,Warfarin DS-ZYD,Anticoagulant,Inhaler,N/A,Blood clot prevention,Zydus Cadila,97.73,True
MED01977,Clopidogrel,Clopidogrel-Forte-MAN,Antiplatelet,Eye Drops,N/A,Stroke and heart attack prevention,Mankind Pharma,965.12,True
MED01978,Furosemide,Furosemide DS-TOR,Diuretic,Tablet,250,Fluid retention and heart failure,Torrent Pharma,1752.41,True
MED01979,Hydrochlorothiazide,Hydrochlorothiazide-ALK,Diuretic,Injection,25,High blood pressure,Alkem Labs,542.29,True
MED01980,Spironolactone,Spironolactone XR-GLE,Diuretic,Eye Drops,N/A,Heart failure and fluid retention,Glenmark,2193.17,False
MED01981,Diclofenac,Diclofenac-Plus-SUN,NSAID,Eye Drops,N/A,Pain and inflammation,Sun Pharma,2474.4,True
MED01982,Tramadol,Tramadol XR-CIP,Opioid Analgesic,Powder,5,Moderate to severe pain,Cipla,1297.16,True
MED01983,Morphine,Morphine-DR.,Opioid Analgesic,Injection,650,Severe pain,Dr. Reddy's,2376.36,False
MED01984,Methotrexate,Methotrexate-Plus-LUP,Antimetabolite/DMARD,Powder,50,Rheumatoid arthritis and cancer,Lupin,763.19,False
MED01985,Hydroxychloroquine,Hydroxychloroquine-AUR,Antimalarial/DMARD,Cream,N/A,Lupus and rheumatoid arthritis,Aurobindo Pharma,2020.02,True
MED01986,Allopurinol,Allopurinol-ZYD,Antigout,Inhaler,N/A,Gout management,Zydus Cadila,374.12,True
MED01987,Calcium Carbonate,Calcium-Plus-MAN,Mineral Supplement,Tablet,50,Calcium deficiency,Mankind Pharma,605.6,True
MED01988,Ferrous Sulfate,Ferrous-TOR,Iron Supplement,Tablet,250,Iron deficiency anemia,Torrent Pharma,701.45,True
MED01989,Folic Acid,Folic-ALK,Vitamin Supplement,Syrup,1000,Anemia and pregnancy,Alkem Labs,112.61,True
MED01990,Vitamin D3,Vitamin XR-GLE,Vitamin Supplement,Capsule,125,Vitamin D deficiency,Glenmark,1928.49,False
MED01991,Vitamin B12,Vitamin-SUN,Vitamin Supplement,Capsule,10,B12 deficiency,Sun Pharma,705.1,True
MED01992,Multivitamin,Multivitamin-CIP,Vitamin Supplement,Syrup,5,General nutritional support,Cipla,878.73,True
